Date,Time,Site Name,Agency Name,Material,Ticket No,Vehicle No,Transfer Party Name,First Weight,First Timestamp,Second Weight,Second Timestamp,Net Weight,Material Type,First Front Image,First Back Image,Second Front Image,Second Back Image,Site Incharge,User Name
04-07-2025,12:53:24,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1073,AP26TA0434,On-site,28770.00,04-07-2025 12:32:53,10570.00,04-07-2025 12:53:19,18200.00,Legacy/MSW,Bethamcherla_AP26TA0434_20250704_123258_1st_front.jpg,Bethamcherla_AP26TA0434_20250704_123306_1st_back.jpg,,,Avijit Mondal,admin
04-07-2025,12:57:05,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1074,AP21TB4935,On-site,28420.00,04-07-2025 12:42:54,10650.00,04-07-2025 12:56:56,17770.00,Legacy/MSW,Bethamcherla_AP21TB4935_20250704_124257_1st_front.jpg,Bethamcherla_AP21TB4935_20250704_124259_1st_back.jpg,Bethamcherla_AP21TB4935_20250704_125700_2nd_front.jpg,Bethamcherla_AP21TB4935_20250704_125702_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:59:24,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1075,AP27TW7569,On-site,29670.00,04-07-2025 12:45:15,10590.00,04-07-2025 12:59:12,19080.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_124519_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_124522_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_125916_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_125922_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,12:55:24,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1076,AP26TA0434,On-site,28980.00,04-07-2025 12:55:04,10500.00,04-07-2025 12:55:10,18480.00,Legacy/MSW,,,Bethamcherla_AP26TA0434_20250704_125516_2nd_front.jpg,Bethamcherla_AP26TA0434_20250704_125518_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,15:21:36,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Soil,T1077,AP37TD4869,On-site,25970.00,04-07-2025 14:33:16,10560.00,04-07-2025 15:21:28,15410.00,Soil,Bethamcherla_AP37TD4869_20250704_143321_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_143324_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_152132_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_152134_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,15:23:23,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Soil,T1078,ap21tb4935,On-site,28210.00,04-07-2025 14:39:37,10590.00,04-07-2025 15:23:14,17620.00,Soil,Bethamcherla_ap21tb4935_20250704_143942_1st_front.jpg,Bethamcherla_ap21tb4935_20250704_143948_1st_back.jpg,Bethamcherla_ap21tb4935_20250704_152317_2nd_front.jpg,Bethamcherla_ap21tb4935_20250704_152320_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,15:25:19,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Soil,T1079,ap26ta0434,On-site,25030.00,04-07-2025 14:44:25,10020.00,04-07-2025 15:25:07,15010.00,Soil,Bethamcherla_ap26ta0434_20250704_144431_1st_front.jpg,Bethamcherla_ap26ta0434_20250704_144435_1st_back.jpg,Bethamcherla_ap26ta0434_20250704_152511_2nd_front.jpg,Bethamcherla_ap26ta0434_20250704_152514_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,15:29:25,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Soil,T1080,AP27TW7569,On-site,27530.00,04-07-2025 14:49:35,10520.00,04-07-2025 15:29:05,17010.00,Soil,Bethamcherla_AP27TW7569_20250704_144940_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_144943_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_152918_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_152921_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,16:59:54,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Soil,T1081,AP37TD4869,On-site,29620.00,04-07-2025 15:32:12,10560.00,04-07-2025 16:59:43,19060.00,Soil,Bethamcherla_AP37TD4869_20250704_153216_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_153220_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_165948_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_165950_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,16:11:14,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Soil,T1082,ap21tb4935,On-site,26930.00,04-07-2025 15:37:41,11140.00,04-07-2025 16:11:06,15790.00,Soil,Bethamcherla_ap21tb4935_20250704_153746_1st_front.jpg,Bethamcherla_ap21tb4935_20250704_153750_1st_back.jpg,Bethamcherla_ap21tb4935_20250704_161109_2nd_front.jpg,Bethamcherla_ap21tb4935_20250704_161112_2nd_back.jpg,Avijit Mondal,admin
